ad_id;Street;City_Code
30061;Offenbacher Landstrasse 445; Frankfurt am Main (60599);Offenbacher Landstrasse 445,  Frankfurt am Main (60599);3.8688
30062;Eckenheim; Frankfurt am Main (60435);Eckenheim,  Frankfurt am Main (60435);3.8944
30063;Kalbach-Riedberg; Frankfurt am Main (60438);Kalbach-Riedberg,  Frankfurt am Main (60438);3.8875
30064;Rödelheim; Frankfurt am Main (60489);Rödelheim,  Frankfurt am Main (60489);3.9005
30065;Bockenheim; Frankfurt am Main (60489);Bockenheim,  Frankfurt am Main (60489);3.9
30066;Dornbusch; Frankfurt am Main (60320);Dornbusch,  Frankfurt am Main (60320);3.9233
30067;Bornheim; Frankfurt am Main (60385);Bornheim,  Frankfurt am Main (60385);3.9305
30068;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30069;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30070;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30071;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30072;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30073;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30074;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30075;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30076;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30077;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30078;Bockenheim; Frankfurt am Main (60486);Bockenheim,  Frankfurt am Main (60486);3.9
30079;Nied; Frankfurt am Main (65934);Nied,  Frankfurt am Main (65934);3.8436
30080;Sachsenhausen - Nord; Frankfurt am Main (60596);Sachsenhausen - Nord,  Frankfurt am Main (60596);3.8461
30081;Gunthersburgallee 50; Frankfurt am Main (60316);Gunthersburgallee 50,  Frankfurt am Main (60316);3.9143
30082;Eschersheim; Frankfurt am Main (60431);Eschersheim,  Frankfurt am Main (60431);3.8905
30083;Gabelsbergerstrasse 25; Frankfurt am Main (60389);Gabelsbergerstrasse 25,  Frankfurt am Main (60389);3.9204
30084;Nordend - West; Frankfurt am Main / Nordend-West (60322);Nordend - West,  Frankfurt am Main / Nordend-West (60322);3.908
30085;Bockenheim; Frankfurt am Main (60487);Bockenheim,  Frankfurt am Main (60487);3.9
30086;Ginnheim; Frankfurt am Main (60431);Ginnheim,  Frankfurt am Main (60431);3.9255
30087;Eckenheim; Frankfurt am Main (60435);Eckenheim,  Frankfurt am Main (60435);3.8944
30088;Niederrad; Frankfurt (60528);Niederrad,  Frankfurt (60528);3.8177
30089;Innenstadt; Frankfurt am Main (60489);Innenstadt,  Frankfurt am Main (60489);3.8869
30090;Sachsenhausen - Nord; Frankfurt am Main (60596);Sachsenhausen - Nord,  Frankfurt am Main (60596);3.8461
30091;Bockenheim; Frankfurt am Main (60486);Bockenheim,  Frankfurt am Main (60486);3.9
30092;Sachsenhausen - Nord; Frankfurt am Main (60594);Sachsenhausen - Nord,  Frankfurt am Main (60594);3.8461
30093;Fechenheim; Frankfurt (60386);Fechenheim,  Frankfurt (60386);3.9298
30094;Unknown;Unknown;Unknown, Unknown;
30095;Unknown;Unknown;Unknown, Unknown;
30096;Gallus; Frankfurt am Main (60326);Gallus,  Frankfurt am Main (60326);3.8549
30097;Rödelheimer Landstrasse 0; Frankfurt am Main (60487);Rödelheimer Landstrasse 0,  Frankfurt am Main (60487);3.8924
30098;Unterliederbach; Frankfurt am Main (65929);Unterliederbach,  Frankfurt am Main (65929);3.9315
30099;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30100;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30101;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30102;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30103;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30104;Alfred-Göbel-Weg 14; Frankfurt am Main (60388);Alfred-Göbel-Weg 14,  Frankfurt am Main (60388);3.8712
30105;Sindlingen; Frankfurt am Main (65931);Sindlingen,  Frankfurt am Main (65931);3.884
30106;Nordend - West; Frankfurt am Main (60318);Nordend - West,  Frankfurt am Main (60318);3.9088
30107;Ostend; Frankfurt am Main (60314);Ostend,  Frankfurt am Main (60314);3.8858
30108;Sachsenhausen - Nord; Frankfurt am Main (60596);Sachsenhausen - Nord,  Frankfurt am Main (60596);3.8461
30109;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30110;Gabelsbergerstrasse 25; Frankfurt am Main (60389);Gabelsbergerstrasse 25,  Frankfurt am Main (60389);3.9204
30111;Gabelsbergerstrasse 25; Frankfurt am Main (60389);Gabelsbergerstrasse 25,  Frankfurt am Main (60389);3.9204
30112;Kalbach-Riedberg; Frankfurt (60437);Kalbach-Riedberg,  Frankfurt (60437);3.8875
30113;Unknown;Unknown;Unknown, Unknown;
30114;Unknown;Unknown;Unknown, Unknown;
30115;Sachsenhausen - Sud; Frankfurt am Main (60599);Sachsenhausen - Sud,  Frankfurt am Main (60599);3.7834
30116;Nieder-Erlenbach; Frankfurt am Main (60437);Nieder-Erlenbach,  Frankfurt am Main (60437);3.889
30117;Oberrad; Frankfurt (60599);Oberrad,  Frankfurt (60599);3.8638
30118;Zeilsheim; Frankfurt am Main (65931);Zeilsheim,  Frankfurt am Main (65931);3.8681
30119;Unknown;Unknown;Unknown, Unknown;
30120;Oberrad; Frankfurt (60559);Oberrad,  Frankfurt (60559);3.8638
30121;Oberrad; Frankfurt (60559);Oberrad,  Frankfurt (60559);3.8638
30122;Gabelsbergerstrasse 25; Frankfurt am Main (60389);Gabelsbergerstrasse 25,  Frankfurt am Main (60389);3.9204
30123;Gutleutviertel; Frankfurt am Main (60327);Gutleutviertel,  Frankfurt am Main (60327);3.8527
30124;Malapertstrasse 2; Frankfurt am Main (60320);Malapertstrasse 2,  Frankfurt am Main (60320);3.928
30125;Hausener Weg 90; Frankfurt am Main (60489);Hausener Weg 90,  Frankfurt am Main (60489);3.9146
30126;Am Himmerich 9; Frankfurt am Main (60438);Am Himmerich 9,  Frankfurt am Main (60438);3.8975
30127;Fechenheim; Frankfurt am Main (60386);Fechenheim,  Frankfurt am Main (60386);3.9298
30128;Stresemannallee 63; Frankfurt (60596);Stresemannallee 63,  Frankfurt (60596);3.8342
30129;Preungesheim; Frankfurt (60435);Preungesheim,  Frankfurt (60435);3.8806
30130;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30131;Bergen-Enkheim; Frankfurt am Main (60388);Bergen-Enkheim,  Frankfurt am Main (60388);3.8528
30132;Gallus; Frankfurt am Main (60327);Gallus,  Frankfurt am Main (60327);3.8549
30133;Höchst; Frankfurt (65929);Höchst,  Frankfurt (65929);3.8423
30134;Montgolfier-Allee; Frankfurt am Main (60486);Montgolfier-Allee,  Frankfurt am Main (60486);3.8724
30135;Furstenberger Strasse -----------------------------; Frankfurt am Main (60323);Furstenberger Strasse -----------------------------,  Frankfurt am Main (60323);3.9055
30136;Weilburger Strasse; Frankfurt am Main (60326);Weilburger Strasse,  Frankfurt am Main (60326);3.8533
30137;Wittelsbacherallee; Frankfurt am Main (60385);Wittelsbacherallee,  Frankfurt am Main (60385);3.9087
30138;Bodenseestr.; Frankfurt am Main (60386);Bodenseestr.,  Frankfurt am Main (60386);3.9281
30139;Geiselsteinweg; Frankfurt am Main (60435);Geiselsteinweg,  Frankfurt am Main (60435);3.8988
30140;Am Bonifatiusbrunnen; Frankfurt am Main (60439);Am Bonifatiusbrunnen,  Frankfurt am Main (60439);3.912
30141;In den Stegwiesen; Frankfurt am Main (60439);In den Stegwiesen,  Frankfurt am Main (60439);3.9319
30142;Bodenseestr.; Frankfurt am Main (60386);Bodenseestr.,  Frankfurt am Main (60386);3.9281
30143;Eckenheim; Frankfurt am Main (60435);Eckenheim,  Frankfurt am Main (60435);3.8944
30144;Breuerwiesenstrasse; Frankfurt am Main (65929);Breuerwiesenstrasse,  Frankfurt am Main (65929);3.8566
30145;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30146;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30147;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30148;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30149;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30150;Eschborn; Eschborn (65760);Eschborn,  Eschborn (65760);
30151;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30152;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30153;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30154;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30155;Sudharzer Strasse 21; Nordhausen (99734);Sudharzer Strasse 21,  Nordhausen (99734);3.1775
30156;Grimmelalle 9; Nordhausen (99734);Grimmelalle 9,  Nordhausen (99734);
30157;Bahnhofsplatz 1; Nordhausen (99734);Bahnhofsplatz 1,  Nordhausen (99734);3.3702
30158;Bielen; Nordhausen (99734);Bielen,  Nordhausen (99734);3.235
30159;Bielen; Nordhausen (99734);Bielen,  Nordhausen (99734);3.235
30160;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30161;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30162;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30163;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30164;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30165;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30166;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30167;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30168;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30169;Nordhausen; Nordhausen / Salza (99734);Nordhausen,  Nordhausen / Salza (99734);3.4667
30170;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30171;Bielen; Nordhausen / Bielen (99734);Bielen,  Nordhausen / Bielen (99734);3.2334
30172;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30173;Rodishain; Nordhausen (99734);Rodishain,  Nordhausen (99734);3.2297
30174;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30175;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30176;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30177;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30178;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30179;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30180;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30181;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30182;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30183;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30184;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30185;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30186;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30187;Hesserode; Nordhausen (99734);Hesserode,  Nordhausen (99734);3.4876
30188;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30189;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30190;Nordhausen; Nordhausen / Krimderode (99734);Nordhausen,  Nordhausen / Krimderode (99734);3.4649
30191;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30192;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30193;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30194;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30195;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30196;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30197;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30198;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30199;Bielen; Nordhausen (99734);Bielen,  Nordhausen (99734);3.235
30200;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30201;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30202;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30203;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30204;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30205;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30206;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30207;August Bebelplatz 16; Nordhausen (99734);August Bebelplatz 16,  Nordhausen (99734);3.3552
30208;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30209;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30210;Leimbach; Nordhausen / Bielen (99734);Leimbach,  Nordhausen / Bielen (99734);3.1887
30211;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30212;Nordhausen; Nordhausen / Salza (99734);Nordhausen,  Nordhausen / Salza (99734);3.4667
30213;Nordhausen; Nordhausen (99734);Nordhausen,  Nordhausen (99734);3.369
30214;Branderode; Nordhausen (99762);Branderode,  Nordhausen (99762);3.7938
30215;Nordhausen (99762);384.619 2.832;Nordhausen (99762), 384.619 2.832;
30216;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30217;Niedersachswerfen; Harztor (99768);Niedersachswerfen,  Harztor (99768);3.5202
30218;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30219;Neustadt; Harztor/Neustadt (99768);Neustadt,  Harztor/Neustadt (99768);3.4648
30220;Niedersachswerfen; Nordhausen (99768);Niedersachswerfen,  Nordhausen (99768);3.5202
30221;Niedersachswerfen; Harztor Niedersachswerfen (99768);Niedersachswerfen,  Harztor Niedersachswerfen (99768);3.5144
30222;Niedersachswerfen; Harztor (99768);Niedersachswerfen,  Harztor (99768);3.5202
30223;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30224;Niedersachswerfen; Harztor (99768);Niedersachswerfen,  Harztor (99768);3.5202
30225;Hesserode; Nordhausen (99762);Hesserode,  Nordhausen (99762);3.4876
30226;Niedersachswerfen; Harztor Niedersachswerfen (99768);Niedersachswerfen,  Harztor Niedersachswerfen (99768);3.5144
30227;Niedersachswerfen; Harztor Niedersachswerfen (99768);Niedersachswerfen,  Harztor Niedersachswerfen (99768);3.5144
30228;Neustadt; Neustadt/Harz (99762);Neustadt,  Neustadt/Harz (99762);3.432
30229;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30230;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30231;Werther; Werther (99735);Werther,  Werther (99735);3.4327
30232;Niedersachswerfen; Nordhausen (99762);Niedersachswerfen,  Nordhausen (99762);3.5202
30233;Burgstrasse 36; Neustadt/Harz (99762);Burgstrasse 36,  Neustadt/Harz (99762);3.4458
30234;Görsbach (99765);97.500 975;Görsbach (99765), 97.500 975;
30235;Strasse der Einheit 123a; Heringen/Helme (99765);Strasse der Einheit 123a,  Heringen/Helme (99765);2.836
30236;Niedersachswerfen; Harztor (99768);Niedersachswerfen,  Harztor (99768);3.5202
30237;Heringen; Heringen (99765);Heringen,  Heringen (99765);3.0744
30238;Burgweg 2; Heringen/Helme (99765);Burgweg 2,  Heringen/Helme (99765);3.0524
30239;Heringen; Heringen/Helme (99765);Heringen,  Heringen/Helme (99765);3.0379
30240;Niedersachswerfen; Harztor Niedersachswerfen (99768);Niedersachswerfen,  Harztor Niedersachswerfen (99768);3.5144
30241;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30242;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30243;Anderten; Hannover / Anderten (30559);Anderten,  Hannover / Anderten (30559);3.5098
30244;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30245;Linden-Mitte; Hannover (30449);Linden-Mitte,  Hannover (30449);3.8073
30246;Bornum; Hannover (30453);Bornum,  Hannover (30453);3.7558
30247;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30248;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30249;Odenwaldstr. 16; Hannover (30657);Odenwaldstr. 16,  Hannover (30657);3.9182
30250;Bemerode; Hannover (30539);Bemerode,  Hannover (30539);3.4963
30251;Sahlkamp; Hannover / Sahlkamp (30179);Sahlkamp,  Hannover / Sahlkamp (30179);3.9047
30252;Anderten; Hannover / Anderten (30559);Anderten,  Hannover / Anderten (30559);3.5098
30253;Seelhorst; Hannover / Kirchrode (30559);Seelhorst,  Hannover / Kirchrode (30559);
30254;Rosalind-Franklin-Allee 40; Hannover (30539);Rosalind-Franklin-Allee 40,  Hannover (30539);3.4264
30255;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30256;Döhren; Hannover (30519);Döhren,  Hannover (30519);3.8732
30257;Wettbergen; Hannover / Wettbergen (30457);Wettbergen,  Hannover / Wettbergen (30457);3.7564
30258;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30259;Bornumer Strasse 156; Hannover / Bornum (30453);Bornumer Strasse 156,  Hannover / Bornum (30453);3.7627
30260;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30261;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30262;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30263;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30264;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30265;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30266;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30267;Herrenhäuser Kirchweg; Hannover (30167);Herrenhäuser Kirchweg,  Hannover (30167);3.8128
30268;Haltenhoffstrasse 47 B; Hannover (30167);Haltenhoffstrasse 47 B,  Hannover (30167);3.819
30269;Haltenhoffstrasse 47 C; Hannover (30167);Haltenhoffstrasse 47 C,  Hannover (30167);3.819
30270;Haltenhoffstrasse 47 B; Hannover (30167);Haltenhoffstrasse 47 B,  Hannover (30167);3.819
30271;Schulenburger Landstr. 54; Hannover (30165);Schulenburger Landstr. 54,  Hannover (30165);3.8281
30272;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30273;Gross-Buchholz; Hannover (30659);Gross-Buchholz,  Hannover (30659);3.6446
30274;Unknown;Unknown;Unknown, Unknown;
30275;St.-Ingbert-Str. 14; Hannover (30559);St.-Ingbert-Str. 14,  Hannover (30559);3.5538
30276;Lange Strasse 1; Hannover (30559);Lange Strasse 1,  Hannover (30559);3.5187
30277;Wulfel; Hannover (30519);Wulfel,  Hannover (30519);3.8836
30278;Vahrenwald; Hannover (30161);Vahrenwald,  Hannover (30161);3.8598
30279;List; Hannover (30161);List,  Hannover (30161);3.8848
30280;Oberricklingen; Hannover (30459);Oberricklingen,  Hannover (30459);3.7824
30281;Sudstadt; Hannover (30173);Sudstadt,  Hannover (30173);3.8634
30282;Kirchrode; Hannover (30559);Kirchrode,  Hannover (30559);3.5366
30283;Mittelfeld; Hannover / Bemerode (30539);Mittelfeld,  Hannover / Bemerode (30539);3.9304
30284;Heideviertel; Hannover / Heideviertel (30625);Heideviertel,  Hannover / Heideviertel (30625);3.5978
30285;Badenstedt; Hannover (30455);Badenstedt,  Hannover (30455);3.7308
30286;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30287;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30288;Linden-Mitte; Hannover / Linden-Mitte (30449);Linden-Mitte,  Hannover / Linden-Mitte (30449);3.7897
30289;Gross-Buchholz; Hannover (30627);Gross-Buchholz,  Hannover (30627);3.6446
30290;Gross-Buchholz; Hannover (30655);Gross-Buchholz,  Hannover (30655);3.6446
30291;Limmer; Hannover / Limmer (30453);Limmer,  Hannover / Limmer (30453);3.7775
30292;Vahrenwald; Hannover (30165);Vahrenwald,  Hannover (30165);3.8598
30293;Sudstadt; Hannover (30173);Sudstadt,  Hannover (30173);3.8634
30294;Döhren; Hannover (30519);Döhren,  Hannover (30519);3.8732
30295;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30296;Wettbergen; Hannover (30559);Wettbergen,  Hannover (30559);3.7584
30297;Wettbergen; Hannover (30559);Wettbergen,  Hannover (30559);3.7584
30298;Wettbergen; Hannover (30559);Wettbergen,  Hannover (30559);3.7584
30299;Calenberger Neustadt; Hannover (30169);Calenberger Neustadt,  Hannover (30169);3.8276
30300;Lutzerodestrasse 4; Hannover (30161);Lutzerodestrasse 4,  Hannover (30161);3.8613
30301;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30302;Gross-Buchholz; Hannover (30659);Gross-Buchholz,  Hannover (30659);3.6446
30303;Gross-Buchholz; Hannover (30659);Gross-Buchholz,  Hannover (30659);3.6446
30304;Gross-Buchholz; Hannover (30659);Gross-Buchholz,  Hannover (30659);3.6446
30305;Ledeburg; Hannover / Burg (30419);Ledeburg,  Hannover / Burg (30419);3.8032
30306;Mitte; Hannover (30140);Mitte,  Hannover (30140);3.8655
30307;Vahrenheide; Hannover (30057);Vahrenheide,  Hannover (30057);3.6662
30308;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30309;Treptowweg; Hannover (30179);Treptowweg,  Hannover (30179);3.9182
30310;Gross-Buchholz; Hannover (30627);Gross-Buchholz,  Hannover (30627);3.6446
30311;Leinhausen; Hannover (30419);Leinhausen,  Hannover (30419);3.7696
30312;Lahe; Hannover (30659);Lahe,  Hannover (30659);3.6959
30313;Wettbergen; Hannover (30457);Wettbergen,  Hannover (30457);3.7584
30314;Davenstedt; Hannover (30455);Davenstedt,  Hannover (30455);3.7401
30315;List; Hannover (30163);List,  Hannover (30163);3.8848
30316;Ahlem; Hannover (30453);Ahlem,  Hannover (30453);3.7452
30317;Bothfeld; Hannover / Bothfeld (30659);Bothfeld,  Hannover / Bothfeld (30659);3.6884
30318;Mitte; Hannover (30161);Mitte,  Hannover (30161);3.8622
30319;Rosalind-Franklin-Allee 38; Hannover (30539);Rosalind-Franklin-Allee 38,  Hannover (30539);3.4273
30320;Wettbergen; Hannover / Wettbergen (30457);Wettbergen,  Hannover / Wettbergen (30457);3.7564
30321;Bothfeld; Hannover (30659);Bothfeld,  Hannover (30659);3.7219
30322;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30323;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30324;Im Dorfe 16 A; Hannover (30453);Im Dorfe 16 A,  Hannover (30453);3.7554
30325;Sulzbacher Str. 6; Hannover (30559);Sulzbacher Str. 6,  Hannover (30559);3.5457
30326;Asplundweg 9; Hannover (30559);Asplundweg 9,  Hannover (30559);3.5237
30327;Knoevenagelweg 3; Hannover (30165);Knoevenagelweg 3,  Hannover (30165);3.8321
30328;Knoevenagelweg 3; Hannover (30165);Knoevenagelweg 3,  Hannover (30165);3.8321
30329;Ostfeldstrasse; Hannover (30559);Ostfeldstrasse,  Hannover (30559);3.5281
30330;Misburg-Nord; Hannover (30629);Misburg-Nord,  Hannover (30629);3.6082
30331;List; Hannover (30177);List,  Hannover (30177);3.8848
30332;List; Hannover (30177);List,  Hannover (30177);3.8848
30333;Bornumer Strasse -; Hannover / Bornum (30453);Bornumer Strasse -,  Hannover / Bornum (30453);3.7713
30334;Lyraweg 8; Hannover (30455);Lyraweg 8,  Hannover (30455);3.7299
30335;Schulenburger Landstr. 54; Hannover (30165);Schulenburger Landstr. 54,  Hannover (30165);3.8281
30336;Elbestr. 6; Hannover (30419);Elbestr. 6,  Hannover (30419);3.7712
30337;Unknown;Unknown;Unknown, Unknown;
30338;Oststadt; Hannover (30161);Oststadt,  Hannover (30161);3.8605
30339;List; Hannover (30163);List,  Hannover (30163);3.8848
30340;Lehrter Str. 16; Hannover (30559);Lehrter Str. 16,  Hannover (30559);3.5197
30341;List; Hannover (30177);List,  Hannover (30177);3.8848
30342;Nordstadt; Hannover (30167);Nordstadt,  Hannover (30167);3.8247
30343;Anderten; Hannover / Anderten (30559);Anderten,  Hannover / Anderten (30559);3.5096
30344;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30345;Linden-Sud; Hannover (30175);Linden-Sud,  Hannover (30175);3.8111
30346;Hainholz; Hannover (30171);Hainholz,  Hannover (30171);3.8285
30347;Sudstadt; Hannover (30173);Sudstadt,  Hannover (30173);3.8634
30348;Linden-Nord; Hannover (30163);Linden-Nord,  Hannover (30163);3.8019
30349;Mitte; Hannover (30159);Mitte,  Hannover (30159);3.8622
30350;Muhlenberg; Hannover (30457);Muhlenberg,  Hannover (30457);3.7601
30351;Sudstadt; Hannover (30171);Sudstadt,  Hannover (30171);3.8634
30352;List; Hannover (30161);List,  Hannover (30161);3.8848
30353;Anderten; Hannover (30559);Anderten,  Hannover (30559);3.53
30354;Mitte; Hannover (30169);Mitte,  Hannover (30169);3.8622
30355;Mars-La-Tour-Str. 17; Hannover (30175);Mars-La-Tour-Str. 17,  Hannover (30175);3.887
30356;Bult; Hannover (30173);Bult,  Hannover (30173);3.888
30357;Wunstorfer Landstr.3; Hannover (30453);Wunstorfer Landstr.3,  Hannover (30453);3.755
30358;Hainholz; Hannover (30165);Hainholz,  Hannover (30165);3.8285
30359;Hainholz; Hannover (30165);Hainholz,  Hannover (30165);3.8285
30360;Hildesheimer Strasse 432; Hannover (30519);Hildesheimer Strasse 432,  Hannover (30519);3.8689
30361;Unknown;Unknown;Unknown, Unknown;
30362;Unknown;Unknown;Unknown, Unknown;
30363;Hildesheimer Strasse 432; Hannover (30519);Hildesheimer Strasse 432,  Hannover (30519);3.8689
30364;Unknown;Unknown;Unknown, Unknown;
30365;Hildesheimer Strasse 432; Hannover (30519);Hildesheimer Strasse 432,  Hannover (30519);3.8689
30366;Unknown;Unknown;Unknown, Unknown;
